Ware_house_ID,WH_Manager_ID,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
WH_113437,EID_63437,Rural,Large,South,Zone 5,8,0,3,5097,Company Owned,29,0,0,1,113,27.0,2009.0,20,1,A+,4,25,26120
WH_106063,EID_56063,Rural,Mid,West,Zone 4,0,4,3,2323,Rented,67,0,0,1,222,26.0,,24,0,B+,5,26,27138
WH_121026,EID_71026,Rural,Large,West,Zone 6,6,0,4,4789,Company Owned,47,1,0,1,214,31.0,2015.0,12,0,B+,5,23,14107
WH_117998,EID_67998,Rural,Large,North,Zone 6,3,1,3,4573,Company Owned,28,0,0,0,183,25.0,2008.0,16,0,A,2,28,21087
WH_119606,EID_69606,Rural,Large,West,Zone 5,7,0,4,3523,Rented,33,0,0,0,108,18.0,2016.0,15,0,B+,4,25,17111
WH_112918,EID_62918,Urban,Mid,North,Zone 2,5,0,4,5230,Company Owned,48,1,0,1,117,55.0,2002.0,22,0,B,2,12,27075
WH_115292,EID_65292,Rural,Large,North,Zone 5,4,0,2,4063,Company Owned,48,0,1,0,82,35.0,2005.0,25,0,C,3,5,31108
WH_110870,EID_60870,Rural,Mid,West,Zone 2,3,0,3,4539,Rented,32,0,0,0,68,27.0,2019.0,6,0,C,4,1,8104
WH_124147,EID_74147,Rural,Small,North,Zone 6,7,2,3,4785,Rented,35,0,0,0,88,39.0,2006.0,20,1,B+,6,9,24093
WH_110406,EID_60406,Rural,Large,North,Zone 6,3,1,2,4474,Company Owned,56,0,0,1,131,26.0,2002.0,34,0,B+,5,23,40150
WH_112810,EID_62810,Rural,Small,West,Zone 6,2,0,3,4355,Rented,24,0,0,1,86,,,13,0,A,5,8,19101
WH_117239,EID_67239,Rural,Large,North,Zone 6,1,0,3,7176,Company Owned,57,0,0,1,234,27.0,,19,0,C,2,28,24091
WH_106967,EID_56967,Rural,Mid,East,Zone 4,1,0,6,4575,Company Owned,66,0,0,1,57,33.0,,11,0,A,2,26,15100
WH_121706,EID_71706,Rural,Large,South,Zone 6,3,1,3,4212,Company Owned,31,0,1,1,204,42.0,2008.0,16,1,A+,5,29,21090
WH_116710,EID_66710,Rural,Large,North,Zone 6,8,1,3,5167,Rented,68,0,0,1,202,33.0,,18,0,B+,2,7,21081
WH_109698,EID_59698,Rural,Large,South,Zone 5,0,0,2,5213,Company Owned,68,0,0,1,235,25.0,,4,0,B,2,10,4087
WH_111507,EID_61507,Rural,Mid,North,Zone 2,7,0,3,5155,Company Owned,20,0,0,1,56,29.0,2023.0,0,0,,0,22,6088
WH_122495,EID_72495,Rural,Mid,North,Zone 2,3,0,3,4889,Company Owned,49,0,0,0,84,25.0,2014.0,21,1,B+,1,22,27072
WH_119369,EID_69369,Urban,Mid,West,Zone 4,6,0,2,5126,Rented,42,0,0,1,118,28.0,2006.0,33,0,A,2,11,44143
WH_101315,EID_51315,Rural,Mid,North,Zone 2,1,5,3,4629,Rented,57,0,0,1,107,38.0,,10,0,C,6,22,12061
WH_112135,EID_62135,Rural,Large,North,Zone 6,3,0,3,6699,Rented,62,0,0,0,206,37.0,1997.0,21,1,A+,4,23,27134
WH_110153,EID_60153,Rural,Large,North,Zone 5,4,0,4,4870,Rented,41,0,0,1,199,25.0,2017.0,5,0,B,3,17,6088
WH_106076,EID_56076,Rural,Small,North,Zone 6,2,0,2,7446,Rented,49,0,0,0,107,17.0,,36,0,C,3,13,48097
WH_110368,EID_60368,Rural,Small,North,Zone 1,6,0,2,5150,Rented,54,0,0,0,146,19.0,2021.0,0,0,,0,30,6139
WH_104941,EID_54941,Rural,Large,West,Zone 6,5,0,4,5546,Rented,45,0,0,0,203,25.0,2004.0,23,0,B+,4,23,29058
WH_106467,EID_56467,Rural,Large,West,Zone 5,6,1,7,4561,Company Owned,55,0,0,1,88,33.0,2020.0,5,0,B+,1,5,6074
WH_109014,EID_59014,Rural,Mid,North,Zone 2,4,0,2,5392,Rented,25,0,0,0,117,20.0,1998.0,25,1,A+,5,12,32076
WH_115603,EID_65603,Rural,Mid,South,Zone 3,6,1,4,5383,Rented,47,0,0,0,170,16.0,2019.0,5,0,B,3,27,6123
WH_116573,EID_66573,Rural,Mid,South,Zone 4,0,0,2,6426,Company Owned,32,0,0,0,181,29.0,,5,0,C,2,11,6063
WH_106243,EID_56243,Rural,Mid,South,Zone 2,2,3,4,3784,Rented,63,0,0,1,95,26.0,,18,0,B,3,32,21093
WH_108306,EID_58306,Rural,Large,South,Zone 5,3,0,2,5871,Rented,46,0,0,1,218,23.0,2020.0,8,0,C,3,25,10121
WH_105003,EID_55003,Rural,Large,West,Zone 5,2,0,4,3991,Company Owned,22,0,1,1,263,34.0,,4,0,A,1,14,6104
WH_107101,EID_57101,Rural,Mid,East,Zone 4,5,1,4,3589,Rented,54,0,0,1,58,34.0,,23,0,B+,2,26,26084
WH_109652,EID_59652,Rural,Mid,South,Zone 3,7,0,4,4758,Company Owned,56,0,0,1,182,29.0,2013.0,14,0,B+,3,27,16074
WH_113463,EID_63463,Rural,Mid,South,Zone 4,6,3,2,3507,Company Owned,58,0,0,1,175,,2015.0,10,0,B,1,26,11068
WH_121387,EID_71387,Rural,Small,South,Zone 1,3,1,2,5889,Rented,42,0,0,0,242,44.0,2005.0,24,0,B,4,21,28061
WH_119898,EID_69898,Rural,Mid,West,Zone 2,0,2,2,2693,Company Owned,39,1,0,1,268,30.0,,7,0,B,3,12,8060
WH_110250,EID_60250,Rural,Large,North,Zone 6,1,0,4,2682,Rented,16,1,0,1,189,21.0,,7,0,C,3,6,9099
WH_109042,EID_59042,Rural,Mid,North,Zone 4,8,0,4,4602,Company Owned,23,1,0,1,210,51.0,2001.0,31,1,A+,6,26,44099
WH_121763,EID_71763,Rural,Large,West,Zone 5,4,0,2,5164,Rented,60,0,0,1,70,26.0,,5,1,A+,5,25,7057
WH_109541,EID_59541,Rural,Small,North,Zone 6,4,1,4,5418,Rented,67,0,0,0,68,19.0,2002.0,25,0,B,2,8,30091
WH_124466,EID_74466,Rural,Large,West,Zone 6,8,0,4,5000,Rented,46,1,1,1,74,30.0,2003.0,32,0,C,3,23,42136
WH_117131,EID_67131,Rural,Small,North,Zone 6,1,1,3,5347,Company Owned,24,0,0,1,257,31.0,,9,0,A,4,8,12149
WH_120948,EID_70948,Rural,Large,South,Zone 6,0,0,2,5694,Company Owned,34,0,0,1,60,44.0,,6,0,C,1,29,8068
WH_109366,EID_59366,Rural,Small,South,Zone 1,8,0,4,5372,Company Owned,54,0,0,1,114,33.0,2010.0,21,0,C,6,21,28151
WH_119267,EID_69267,Rural,Mid,West,Zone 4,3,0,3,4367,Company Owned,32,1,0,1,153,42.0,2017.0,6,0,C,2,26,8144
WH_106105,EID_56105,Rural,Small,North,Zone 6,8,0,4,4567,Company Owned,42,0,0,0,173,21.0,2021.0,5,1,A,1,13,8130
WH_120290,EID_70290,Rural,Large,South,Zone 5,3,0,2,3633,Rented,39,0,0,1,254,25.0,1998.0,23,0,B+,2,25,27118
WH_116113,EID_66113,Rural,Large,North,Zone 6,3,0,3,5276,Rented,34,0,0,1,223,25.0,2016.0,12,1,A+,4,28,16104
WH_107735,EID_57735,Rural,Small,North,Zone 6,1,1,3,4075,Rented,68,0,0,0,213,28.0,,14,1,A+,6,9,19059
WH_102802,EID_52802,Rural,Mid,North,Zone 3,0,0,2,5109,Company Owned,37,0,0,1,244,34.0,,20,0,C,3,19,26057
WH_111977,EID_61977,Rural,Mid,West,Zone 4,5,0,4,5152,Company Owned,43,0,0,1,198,24.0,2008.0,19,1,C,6,26,26097
WH_112341,EID_62341,Rural,Small,North,Zone 1,2,2,3,4987,Rented,64,0,0,0,174,24.0,,13,1,A+,6,31,18132
WH_102054,EID_52054,Rural,Large,South,Zone 5,5,0,3,3834,Company Owned,38,0,0,1,194,22.0,2000.0,31,1,A+,5,10,42143
WH_124630,EID_74630,Rural,Small,South,Zone 6,2,0,2,6008,Rented,42,0,0,0,157,15.0,,24,0,B+,2,9,27104
WH_116444,EID_66444,Urban,Large,North,Zone 6,3,0,3,3572,Company Owned,25,0,0,1,247,28.0,1998.0,24,0,B,3,23,28135
WH_120706,EID_70706,Rural,Large,West,Zone 6,8,2,2,5792,Company Owned,50,0,0,1,267,20.0,,16,0,C,2,6,21107
WH_101270,EID_51270,Rural,Small,West,Zone 1,7,0,3,4113,Company Owned,16,0,0,1,144,36.0,2021.0,5,1,C,3,3,7120
WH_110119,EID_60119,Rural,Mid,West,Zone 2,5,0,4,4818,Rented,49,0,0,0,67,18.0,2008.0,20,1,B+,3,12,25127
WH_104852,EID_54852,Rural,Large,North,Zone 5,5,0,4,5665,Rented,68,0,0,1,111,26.0,2000.0,17,1,C,5,14,22121
WH_107914,EID_57914,Rural,Mid,South,Zone 4,3,0,4,4145,Rented,34,0,0,0,93,31.0,2021.0,5,1,C,2,26,8148
WH_112152,EID_62152,Rural,Mid,South,Zone 2,1,1,2,4994,Rented,70,0,0,0,110,37.0,,6,1,A+,1,32,8092
WH_121017,EID_71017,Rural,Large,West,Zone 6,7,1,2,5965,Company Owned,32,0,0,1,270,26.0,2003.0,23,1,B,3,6,27096
WH_120422,EID_70422,Rural,Large,South,Zone 5,0,0,2,5166,Company Owned,28,0,0,1,209,23.0,,17,0,A+,2,10,23085
WH_103787,EID_53787,Rural,Large,North,Zone 5,5,2,4,3398,Rented,66,0,0,1,141,26.0,2000.0,25,0,C,4,24,33089
WH_117866,EID_67866,Rural,Large,South,Zone 5,6,0,3,5444,Company Owned,28,0,1,1,170,32.0,2010.0,21,0,A,3,14,28104
WH_106832,EID_56832,Rural,Large,West,Zone 5,3,0,6,4436,Rented,48,0,0,0,57,16.0,2005.0,30,1,A+,5,10,43067
WH_104741,EID_54741,Rural,Large,North,Zone 5,7,1,4,4581,Company Owned,70,0,0,1,130,31.0,1999.0,17,0,B+,3,5,20110
WH_112781,EID_62781,Urban,Mid,West,Zone 2,6,1,2,5013,Rented,35,0,0,1,143,32.0,2015.0,13,0,A,5,12,18095
WH_113783,EID_63783,Rural,Large,North,Zone 6,7,0,2,4621,Company Owned,48,0,0,1,204,29.0,1996.0,34,1,A,5,28,48088
WH_109012,EID_59012,Rural,Large,North,Zone 6,7,0,4,5253,Rented,52,0,0,1,212,35.0,1999.0,25,0,A,3,28,32092
WH_108854,EID_58854,Rural,Mid,West,Zone 4,5,0,4,5150,Company Owned,21,0,0,0,186,26.0,2002.0,15,1,B,3,11,17117
WH_109683,EID_59683,Rural,Large,South,Zone 6,1,0,2,5296,Company Owned,69,0,0,0,64,26.0,,28,0,A,6,29,38136
WH_116051,EID_66051,Urban,Large,North,Zone 6,7,2,3,3644,Company Owned,33,0,0,1,189,25.0,,12,1,A+,5,23,15082
WH_103120,EID_53120,Rural,Large,West,Zone 6,3,2,5,4652,Company Owned,31,0,0,0,210,33.0,,22,1,A+,3,6,29066
WH_113818,EID_63818,Rural,Mid,West,Zone 3,1,3,5,3710,Company Owned,65,0,0,1,123,31.0,,14,0,A,6,19,18101
WH_123819,EID_73819,Rural,Mid,North,Zone 3,6,0,4,3810,Company Owned,36,0,0,1,234,35.0,2019.0,6,1,C,2,19,8119
WH_123778,EID_73778,Rural,Small,West,Zone 6,1,1,6,4322,Rented,40,0,0,0,245,50.0,,4,0,C,1,8,5077
WH_121420,EID_71420,Rural,Mid,South,Zone 2,8,1,2,4843,Rented,17,0,0,1,184,26.0,,12,1,A+,6,32,16112
WH_104999,EID_54999,Rural,Large,West,Zone 6,3,4,4,3646,Rented,42,0,0,0,117,,2003.0,25,1,B,5,23,29131
WH_120638,EID_70638,Rural,Large,South,Zone 5,5,2,4,4901,Company Owned,46,0,0,0,231,25.0,,25,1,A+,6,14,32088
WH_102614,EID_52614,Rural,Large,East,Zone 5,8,1,7,4436,Rented,31,0,0,1,56,32.0,,25,0,B,5,14,29085
WH_102636,EID_52636,Rural,Large,North,Zone 5,3,2,3,4325,Company Owned,29,0,0,0,89,23.0,2005.0,27,1,B+,5,24,33124
WH_110034,EID_60034,Rural,Mid,North,Zone 3,0,1,5,4156,Company Owned,60,0,0,1,74,27.0,,15,0,B+,6,27,17090
WH_110199,EID_60199,Rural,Large,West,Zone 5,5,0,4,4873,Rented,68,0,0,0,199,17.0,2004.0,38,0,B+,5,5,48115
WH_107677,EID_57677,Urban,Large,North,Zone 5,3,1,4,5599,Company Owned,44,0,0,0,59,19.0,,21,0,B,3,17,24139
WH_105438,EID_55438,Rural,Small,West,Zone 6,1,0,4,3778,Rented,32,0,0,1,131,37.0,,19,0,C,4,9,25108
WH_105990,EID_55990,Rural,Large,North,Zone 6,5,0,3,4981,Company Owned,67,0,0,1,173,39.0,2003.0,36,0,B,5,6,45143
WH_117638,EID_67638,Rural,Small,North,Zone 1,4,0,3,4832,Rented,43,0,0,1,167,22.0,1998.0,22,0,A,3,30,29096
WH_119535,EID_69535,Rural,Large,West,Zone 5,1,3,4,4010,Rented,56,0,0,0,234,17.0,,4,0,B+,6,10,4111
WH_124024,EID_74024,Rural,Large,North,Zone 6,0,0,4,4250,Company Owned,65,0,0,1,240,21.0,,24,0,C,3,28,31150
WH_112063,EID_62063,Urban,Small,North,Zone 1,8,2,6,3500,Company Owned,43,0,0,1,241,34.0,,12,0,A,5,3,15088
WH_117938,EID_67938,Rural,Large,South,Zone 5,3,1,2,4157,Rented,43,0,0,0,117,29.0,2019.0,4,0,B,2,25,5082
WH_102211,EID_52211,Rural,Large,North,Zone 6,0,0,3,4523,Rented,61,0,0,0,139,28.0,,20,0,A,4,23,25095
WH_118622,EID_68622,Rural,Large,South,Zone 5,0,0,3,3509,Company Owned,47,0,0,1,169,18.0,,15,0,C,3,10,21131
WH_118839,EID_68839,Rural,Large,West,Zone 6,7,0,2,5877,Company Owned,70,1,0,1,85,34.0,2018.0,13,0,B,1,23,17089
WH_123154,EID_73154,Rural,Mid,South,Zone 4,2,0,3,4690,Rented,27,0,0,0,129,18.0,,21,0,B+,5,11,26114
WH_116319,EID_66319,Rural,Large,North,Zone 5,7,0,2,4505,Rented,64,0,0,0,187,,2003.0,24,0,B+,2,24,27113
WH_108760,EID_58760,Rural,Large,South,Zone 5,6,0,2,4047,Rented,62,0,0,0,75,18.0,2020.0,5,1,C,2,10,7119
WH_104896,EID_54896,Rural,Small,West,Zone 1,6,0,4,6031,Company Owned,19,0,0,1,125,31.0,2003.0,32,1,B,6,30,41073
WH_115365,EID_65365,Rural,Large,North,Zone 6,7,0,4,4073,Rented,40,0,0,1,82,31.0,2011.0,20,1,A+,3,29,25095
WH_107409,EID_57409,Urban,Large,West,Zone 5,8,0,5,5120,Company Owned,63,0,0,1,130,36.0,1998.0,24,0,A,2,14,32087
WH_120451,EID_70451,Rural,Large,South,Zone 5,6,0,2,5701,Company Owned,33,0,1,1,134,31.0,2016.0,17,0,B+,2,10,22130
WH_118900,EID_68900,Rural,Mid,East,Zone 4,3,2,4,5089,Company Owned,63,0,0,1,111,26.0,,16,1,A+,6,26,21081
WH_111941,EID_61941,Rural,Small,South,Zone 1,4,0,2,4894,Company Owned,56,0,0,0,145,37.0,2015.0,13,0,C,6,16,17107
WH_122021,EID_72021,Rural,Mid,South,Zone 3,6,2,2,6178,Company Owned,58,0,0,1,263,30.0,,6,0,B,2,27,7133
WH_118223,EID_68223,Rural,Mid,West,Zone 4,5,1,4,4649,Company Owned,35,0,0,0,143,30.0,2006.0,23,0,B,3,26,27115
WH_101767,EID_51767,Urban,Large,North,Zone 5,6,0,3,4501,Rented,47,0,0,1,248,33.0,2013.0,16,1,A+,3,17,24151
WH_115471,EID_65471,Rural,Large,West,Zone 5,4,0,3,4778,Rented,58,0,0,1,216,31.0,2015.0,11,1,A+,6,10,14123
WH_105960,EID_55960,Rural,Large,East,Zone 5,0,1,4,4674,Company Owned,40,0,0,0,199,24.0,,9,0,A+,5,14,13117
WH_112814,EID_62814,Rural,Small,West,Zone 6,4,0,6,4227,Company Owned,63,0,0,1,201,39.0,2008.0,18,0,C,2,9,23124
WH_113225,EID_63225,Rural,Large,North,Zone 6,0,4,4,5256,Rented,65,0,0,0,197,30.0,,16,0,C,6,29,20089
WH_116769,EID_66769,Urban,Large,West,Zone 5,0,0,2,3996,Rented,56,0,0,1,119,33.0,,12,0,A,6,10,17079
WH_114073,EID_64073,Rural,Large,North,Zone 6,7,0,3,4742,Company Owned,52,0,0,1,115,21.0,2011.0,21,1,A+,1,6,30062
WH_105250,EID_55250,Rural,Large,North,Zone 5,3,3,3,3701,Company Owned,40,0,0,0,162,26.0,2001.0,24,1,C,2,10,31121
WH_115543,EID_65543,Rural,Mid,North,Zone 2,8,0,3,5045,Company Owned,27,0,0,1,253,25.0,2005.0,24,1,A+,3,22,30122
WH_118560,EID_68560,Rural,Small,North,Zone 1,8,1,3,4741,Rented,60,1,0,1,130,38.0,,6,0,A,4,21,8118
WH_122512,EID_72512,Rural,Mid,North,Zone 4,7,3,2,4611,Rented,65,0,0,0,233,22.0,,25,0,B,2,26,29062
WH_109504,EID_59504,Rural,Large,North,Zone 5,1,1,3,5400,Rented,28,0,0,1,139,28.0,,0,0,,0,24,3087
WH_111191,EID_61191,Rural,Mid,West,Zone 4,3,0,4,2495,Company Owned,20,0,0,1,62,21.0,2006.0,33,1,A+,6,26,44097
WH_106444,EID_56444,Rural,Small,West,Zone 1,6,1,4,4178,Rented,36,0,0,0,168,31.0,2000.0,26,0,B+,5,30,31148
WH_110812,EID_60812,Rural,Small,West,Zone 6,7,0,3,4670,Rented,58,0,0,1,202,36.0,2009.0,21,0,B,2,9,27077
WH_101002,EID_51002,Rural,Large,North,Zone 5,7,0,2,5669,Rented,47,0,0,0,61,17.0,2000.0,25,1,A+,6,24,33096
WH_123867,EID_73867,Rural,Large,North,Zone 5,5,0,4,5541,Company Owned,52,0,0,1,252,27.0,1999.0,26,1,B,4,25,31088
WH_120926,EID_70926,Rural,Large,North,Zone 6,6,1,3,4706,Company Owned,40,0,0,0,67,29.0,2018.0,6,1,C,2,28,8124
WH_109000,EID_59000,Rural,Large,West,Zone 6,5,0,3,4701,Company Owned,17,0,0,1,176,36.0,2016.0,14,0,B+,2,6,16113
WH_106723,EID_56723,Rural,Large,South,Zone 5,5,0,2,4371,Company Owned,50,0,0,1,115,36.0,2017.0,19,0,A,6,25,27083
WH_112068,EID_62068,Urban,Mid,North,Zone 4,6,0,3,5551,Rented,41,0,0,1,208,24.0,2012.0,14,0,B+,5,26,16088
WH_124429,EID_74429,Rural,Large,West,Zone 5,2,0,3,4661,Rented,32,0,0,0,264,16.0,,36,0,C,3,10,49060
WH_123692,EID_73692,Rural,Large,North,Zone 5,0,3,3,5460,Company Owned,48,0,0,1,260,24.0,,24,0,A+,2,17,31098
WH_110430,EID_60430,Rural,Large,West,Zone 5,8,1,4,4659,Rented,24,0,0,0,257,28.0,,18,0,C,6,10,22112
WH_124947,EID_74947,Rural,Large,North,Zone 5,6,1,4,4022,Company Owned,39,0,0,1,86,28.0,2019.0,6,0,C,1,17,7062
WH_115270,EID_65270,Rural,Mid,South,Zone 3,5,0,3,3655,Rented,68,0,0,1,213,39.0,2001.0,29,0,B,2,19,34066
WH_110887,EID_60887,Rural,Mid,South,Zone 2,7,0,3,4917,Rented,57,0,0,1,109,23.0,2000.0,14,0,B,6,32,16131
WH_105933,EID_55933,Rural,Mid,North,Zone 2,5,1,2,5064,Company Owned,66,0,0,1,82,37.0,2011.0,19,1,A+,5,1,25113
WH_102953,EID_52953,Rural,Large,North,Zone 6,6,0,2,6383,Company Owned,48,0,0,1,121,31.0,2014.0,18,0,B+,3,28,22095
WH_111904,EID_61904,Rural,Mid,South,Zone 2,2,0,2,6477,Rented,70,0,0,1,86,22.0,,18,0,A,4,32,26123
WH_119858,EID_69858,Rural,Small,North,Zone 6,8,0,4,4403,Company Owned,47,0,1,1,239,27.0,,23,1,A,3,13,30108
WH_106956,EID_56956,Rural,Small,North,Zone 1,1,1,3,4153,Company Owned,46,0,0,1,147,27.0,,18,0,A+,6,3,23095
WH_102737,EID_52737,Rural,Small,West,Zone 6,1,0,2,5564,Rented,35,0,0,1,151,25.0,,16,1,A,1,8,23101
WH_115324,EID_65324,Rural,Large,North,Zone 5,4,0,3,3328,Rented,53,0,0,0,199,16.0,2008.0,19,0,A,2,25,25088
WH_109406,EID_59406,Rural,Large,West,Zone 6,4,0,2,4783,Company Owned,22,0,0,1,94,31.0,2015.0,21,0,A,4,23,30147
WH_102857,EID_52857,Rural,Small,North,Zone 6,8,0,4,5682,Company Owned,67,1,0,1,222,31.0,1998.0,25,1,B,4,13,29083
WH_104436,EID_54436,Rural,Large,North,Zone 6,1,0,3,4120,Rented,53,0,0,0,259,14.0,,34,0,B,4,28,42068
WH_105106,EID_55106,Rural,Small,South,Zone 6,7,0,4,5295,Company Owned,45,0,0,1,133,30.0,,15,1,C,2,2,19115
WH_121671,EID_71671,Rural,Mid,West,Zone 3,6,0,3,6339,Rented,48,0,0,0,180,27.0,2017.0,12,0,A,5,19,16072
WH_107459,EID_57459,Rural,Large,North,Zone 5,8,4,2,5465,Rented,66,0,0,1,139,17.0,,11,0,C,4,25,13078
WH_121593,EID_71593,Rural,Large,West,Zone 6,0,1,3,5485,Company Owned,43,0,0,1,230,19.0,,11,0,C,1,23,15087
WH_114768,EID_64768,Urban,Large,North,Zone 5,6,0,3,3454,Company Owned,19,1,0,1,173,48.0,,16,0,A,2,17,20103
