Ware_house_ID,WH_Manager_ID,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
WH_100423,EID_50423,Urban,Large,West,Zone 6,4,0,2,6721,Company Owned,44,0,0,1,246,33.0,2012.0,17,0,C,3,23,22087
WH_114337,EID_64337,Urban,Large,West,Zone 5,5,0,2,4656,Company Owned,34,0,0,1,195,43.0,,13,1,B,2,14,16107
WH_122163,EID_72163,Rural,Mid,North,Zone 2,0,0,2,4740,Company Owned,25,0,0,1,238,24.0,,26,0,A+,4,1,35146
WH_119839,EID_69839,Rural,Large,North,Zone 6,4,0,2,5326,Company Owned,52,0,0,1,102,24.0,2012.0,17,0,B+,3,28,21079
WH_112456,EID_62456,Rural,Mid,North,Zone 2,1,0,4,4680,Rented,18,0,0,0,196,17.0,,22,0,B,2,22,27138
WH_110277,EID_60277,Rural,Large,West,Zone 5,8,0,3,4706,Company Owned,16,0,0,1,182,22.0,2010.0,16,1,A+,2,10,21113
WH_123085,EID_73085,Rural,Large,North,Zone 5,0,1,3,5474,Rented,61,0,0,1,222,,,4,0,C,1,14,5076
WH_101805,EID_51805,Rural,Mid,South,Zone 3,6,0,2,3967,Company Owned,49,0,0,0,104,36.0,2008.0,23,0,C,6,19,29058
WH_102790,EID_52790,Rural,Mid,North,Zone 4,6,4,4,4566,Company Owned,40,0,0,1,238,39.0,,19,0,B+,4,26,22062
WH_124427,EID_74427,Rural,Large,South,Zone 6,3,2,3,4507,Rented,65,0,0,0,230,31.0,,15,0,C,3,29,19109
WH_117716,EID_67716,Rural,Mid,West,Zone 4,0,4,2,6424,Company Owned,15,0,0,1,225,36.0,,11,0,A,4,11,14086
WH_104972,EID_54972,Rural,Large,North,Zone 6,2,1,3,7569,Company Owned,53,0,0,1,80,27.0,,7,0,B+,4,29,8062
WH_107613,EID_57613,Rural,Mid,North,Zone 4,7,0,4,5586,Company Owned,35,1,0,1,167,46.0,2004.0,30,0,C,2,26,40101
WH_117238,EID_67238,Rural,Mid,South,Zone 2,8,0,2,4383,Company Owned,31,0,0,0,205,27.0,2013.0,18,1,B,2,32,21135
WH_113570,EID_63570,Rural,Small,North,Zone 6,3,0,3,5493,Company Owned,17,0,0,1,106,34.0,2002.0,26,0,B,5,13,30139
WH_107946,EID_57946,Rural,Large,North,Zone 5,3,0,3,3481,Rented,20,0,0,0,219,28.0,1999.0,27,0,B+,3,24,32119
WH_105100,EID_55100,Rural,Large,North,Zone 5,6,0,2,5231,Company Owned,47,0,0,1,162,28.0,,27,0,A,5,17,34071
WH_123948,EID_73948,Rural,Mid,North,Zone 3,1,0,1,4119,Rented,19,0,0,0,261,25.0,,20,0,A,6,19,26105
WH_121182,EID_71182,Rural,Large,North,Zone 5,5,1,3,5064,Company Owned,53,1,0,1,56,31.0,,22,0,A,2,14,28079
WH_100733,EID_50733,Rural,Small,North,Zone 1,8,3,3,4736,Company Owned,35,0,0,1,211,27.0,2017.0,5,1,B+,6,3,6063
WH_118404,EID_68404,Rural,Large,North,Zone 6,0,0,4,6117,Rented,40,0,0,1,207,40.0,,24,0,A+,6,6,30116
WH_103848,EID_53848,Rural,Large,North,Zone 5,3,4,2,5503,Rented,63,0,0,0,98,22.0,2002.0,22,1,B+,2,17,26100
WH_122714,EID_72714,Rural,Mid,South,Zone 2,1,4,2,5196,Company Owned,15,0,0,0,192,21.0,,24,0,A+,5,1,30067
WH_109888,EID_59888,Rural,Mid,West,Zone 4,2,2,4,4467,Company Owned,28,0,0,1,57,31.0,,25,0,B+,6,11,29060
WH_104405,EID_54405,Rural,Mid,South,Zone 4,8,1,3,4967,Company Owned,48,0,0,1,102,37.0,2002.0,21,0,B,6,26,26147
WH_122683,EID_72683,Rural,Mid,West,Zone 4,8,0,3,4689,Company Owned,64,0,0,1,167,31.0,2009.0,19,1,B,4,11,23141
WH_103352,EID_53352,Rural,Small,South,Zone 1,8,0,1,3972,Company Owned,42,1,1,1,183,31.0,2001.0,28,0,B+,6,3,35150
WH_115191,EID_65191,Rural,Mid,South,Zone 2,0,0,4,4301,Rented,15,0,0,0,254,19.0,,12,0,A,5,32,17135
WH_115694,EID_65694,Rural,Large,South,Zone 5,0,0,2,5073,Company Owned,36,0,0,0,233,17.0,,38,0,C,3,25,52058
WH_119946,EID_69946,Urban,Large,West,Zone 6,0,1,4,4059,Company Owned,29,0,0,1,208,17.0,,5,0,C,1,23,7090
WH_114354,EID_64354,Rural,Mid,North,Zone 4,5,0,1,3001,Rented,38,0,0,0,150,18.0,2004.0,27,0,B+,3,26,31059
WH_121742,EID_71742,Rural,Large,West,Zone 5,4,3,3,3759,Rented,30,0,0,0,109,30.0,2007.0,17,0,A,6,25,21109
WH_118353,EID_68353,Urban,Mid,West,Zone 3,8,0,5,4622,Company Owned,56,0,0,0,236,19.0,2004.0,38,1,A+,5,19,50055
WH_117580,EID_67580,Rural,Large,North,Zone 5,6,0,3,5120,Company Owned,31,0,0,1,132,34.0,,4,1,B+,3,25,5067
WH_122488,EID_72488,Rural,Mid,North,Zone 4,5,1,4,5782,Company Owned,43,0,0,0,64,39.0,2014.0,9,0,B,3,26,10119
WH_114092,EID_64092,Rural,Mid,South,Zone 4,0,1,3,3754,Company Owned,21,0,0,1,74,26.0,,29,0,C,4,26,38100
WH_120523,EID_70523,Rural,Small,East,Zone 6,6,0,3,4486,Rented,24,0,0,0,198,17.0,2009.0,15,0,B,2,15,19124
WH_103492,EID_53492,Urban,Mid,North,Zone 3,0,0,2,5038,Rented,57,0,0,1,218,34.0,,28,0,B,3,19,34060
WH_119349,EID_69349,Urban,Large,West,Zone 6,4,0,4,4646,Rented,22,0,0,1,135,36.0,2007.0,25,0,C,3,23,31113
WH_115657,EID_65657,Rural,Mid,West,Zone 3,6,0,3,6210,Rented,34,0,0,0,85,33.0,2010.0,20,0,C,5,19,27124
WH_103589,EID_53589,Rural,Mid,North,Zone 4,0,0,4,5438,Rented,53,0,0,0,56,21.0,,9,0,A,2,26,11124
WH_108124,EID_58124,Rural,Mid,South,Zone 4,4,0,2,8258,Rented,36,0,0,1,128,22.0,2016.0,17,1,B,3,26,22142
WH_118665,EID_68665,Rural,Mid,South,Zone 2,1,1,2,4451,Company Owned,56,0,0,0,247,20.0,,5,0,B,3,1,7091
WH_112042,EID_62042,Rural,Large,West,Zone 6,7,0,4,4462,Rented,25,0,0,1,71,29.0,2007.0,22,1,B+,5,23,29112
WH_108504,EID_58504,Rural,Small,East,Zone 6,4,1,1,5609,Company Owned,19,1,0,1,197,22.0,2004.0,17,0,C,5,15,22085
WH_118724,EID_68724,Rural,Small,South,Zone 1,1,0,2,5284,Company Owned,43,0,0,1,247,30.0,,14,0,B+,1,31,17094
WH_106253,EID_56253,Rural,Large,North,Zone 6,5,0,3,3737,Rented,69,0,0,0,68,18.0,2001.0,32,0,C,5,29,44083
WH_117244,EID_67244,Rural,Mid,West,Zone 3,1,2,4,3892,Company Owned,68,1,0,1,153,39.0,,15,1,C,3,19,20088
WH_112331,EID_62331,Rural,Large,North,Zone 6,5,0,4,4569,Company Owned,47,0,0,1,203,47.0,2017.0,18,0,B+,3,28,22097
WH_120198,EID_70198,Rural,Mid,West,Zone 4,6,0,4,4139,Rented,58,0,0,1,180,23.0,2010.0,19,0,B+,4,26,22113
WH_100866,EID_50866,Rural,Large,North,Zone 6,6,1,4,4077,Rented,51,0,0,0,66,14.0,2001.0,33,0,C,2,28,43068
WH_111506,EID_61506,Rural,Large,North,Zone 6,3,0,4,7477,Company Owned,62,0,0,1,145,34.0,2014.0,13,1,C,5,23,17094
WH_112890,EID_62890,Rural,Small,North,Zone 1,0,2,2,6150,Company Owned,19,0,0,1,133,48.0,,12,0,A,1,21,17136
WH_115978,EID_65978,Rural,Mid,North,Zone 3,3,0,4,6097,Rented,21,0,0,0,237,24.0,2014.0,16,0,B,1,27,20132
WH_112758,EID_62758,Rural,Mid,North,Zone 3,8,0,4,3359,Company Owned,15,1,1,1,57,28.0,2003.0,35,1,A+,3,27,49097
WH_121916,EID_71916,Rural,Large,West,Zone 5,5,0,2,5124,Company Owned,19,0,0,0,84,38.0,2005.0,17,1,A+,6,14,22070
WH_109807,EID_59807,Rural,Large,North,Zone 6,1,0,5,3235,Rented,64,0,0,1,139,27.0,,15,0,A+,5,28,18123
WH_105035,EID_55035,Rural,Mid,South,Zone 4,6,0,4,5047,Company Owned,60,0,0,0,132,22.0,2011.0,20,1,B,2,26,23143
WH_117518,EID_67518,Rural,Mid,North,Zone 4,5,0,4,5138,Rented,53,1,0,0,114,25.0,2018.0,5,1,C,1,26,6148
WH_121078,EID_71078,Rural,Large,West,Zone 5,2,4,4,4310,Company Owned,57,0,0,1,108,28.0,,15,0,A,5,10,19082
WH_120181,EID_70181,Rural,Large,North,Zone 6,0,0,2,4057,Company Owned,52,0,0,1,214,36.0,,32,0,B,4,6,40060
WH_124661,EID_74661,Rural,Small,North,Zone 6,6,0,2,4541,Company Owned,57,0,0,0,68,39.0,2009.0,18,0,A,3,13,23077
WH_112146,EID_62146,Rural,Large,North,Zone 6,7,1,2,5166,Rented,54,0,0,0,123,19.0,2001.0,18,1,A,4,6,23084
WH_116541,EID_66541,Rural,Small,South,Zone 6,5,1,2,4294,Rented,56,0,0,0,157,18.0,,6,0,C,6,2,7140
WH_109317,EID_59317,Rural,Large,South,Zone 5,8,0,3,4839,Company Owned,56,0,0,0,72,33.0,2010.0,21,0,C,6,14,29081
WH_115820,EID_65820,Rural,Small,North,Zone 6,1,0,2,6160,Company Owned,32,0,0,1,240,27.0,,28,0,B,3,13,34067
WH_113952,EID_63952,Rural,Large,North,Zone 5,5,3,3,6015,Company Owned,17,0,0,1,241,26.0,,13,0,C,6,24,17055
WH_112058,EID_62058,Rural,Mid,North,Zone 3,4,0,2,5747,Rented,37,0,1,1,56,34.0,2014.0,9,0,C,6,19,12150
WH_108091,EID_58091,Urban,Large,North,Zone 6,6,0,2,4773,Company Owned,42,0,0,1,126,39.0,2000.0,27,1,B,3,28,35117
WH_123589,EID_73589,Rural,Mid,North,Zone 3,1,3,2,7858,Rented,50,0,0,0,63,43.0,,27,1,A+,2,27,35092
WH_124419,EID_74419,Rural,Mid,North,Zone 3,3,2,2,5466,Company Owned,65,0,0,1,149,25.0,,25,1,A+,3,27,33060
WH_107228,EID_57228,Rural,Large,North,Zone 6,5,0,5,6100,Company Owned,50,0,1,1,90,25.0,2023.0,0,0,,0,28,6083
WH_122665,EID_72665,Urban,Mid,East,Zone 3,2,0,3,5436,Rented,68,0,1,1,125,30.0,,25,0,C,6,27,34073
WH_113338,EID_63338,Rural,Mid,North,Zone 4,4,1,3,4234,Rented,51,0,0,1,60,41.0,,17,1,A+,2,26,23138
WH_109515,EID_59515,Urban,Mid,North,Zone 4,0,0,5,3857,Company Owned,70,0,0,1,67,25.0,,24,0,B+,4,26,29061
WH_122389,EID_72389,Urban,Large,West,Zone 5,8,5,3,7342,Rented,40,0,0,0,160,24.0,,23,1,C,2,14,30147
WH_106549,EID_56549,Rural,Small,West,Zone 1,1,4,4,5492,Company Owned,30,1,1,0,90,37.0,,9,0,A,6,30,12085
WH_105689,EID_55689,Rural,Large,North,Zone 6,1,0,4,4333,Rented,42,0,0,1,243,29.0,,4,0,A,3,28,5055
WH_106515,EID_56515,Rural,Mid,North,Zone 4,8,0,2,4589,Rented,63,0,0,0,79,18.0,,20,1,A+,4,26,26125
WH_115765,EID_65765,Rural,Large,West,Zone 6,1,2,3,5477,Company Owned,38,0,0,1,98,29.0,,6,0,A+,2,23,8122
WH_114938,EID_64938,Urban,Mid,North,Zone 3,4,0,4,4945,Rented,54,0,0,0,81,27.0,2010.0,20,0,C,2,27,27140
WH_103609,EID_53609,Rural,Small,South,Zone 6,5,0,2,4504,Rented,25,0,0,1,267,44.0,2001.0,25,0,B,3,9,31105
WH_107886,EID_57886,Rural,Small,North,Zone 1,7,0,2,4726,Company Owned,30,0,0,0,118,35.0,2000.0,33,0,B,4,21,41133
WH_112402,EID_62402,Rural,Small,North,Zone 1,8,0,3,5128,Rented,39,0,0,0,120,28.0,2022.0,0,0,,0,3,5078
WH_102974,EID_52974,Urban,Large,South,Zone 5,6,0,2,5999,Rented,19,0,0,1,61,27.0,2022.0,5,0,C,3,10,7088
WH_101915,EID_51915,Rural,Large,North,Zone 6,4,0,2,3506,Rented,46,0,0,1,270,31.0,,27,0,A,3,23,34059
WH_107811,EID_57811,Urban,Large,West,Zone 6,7,1,2,8095,Rented,62,0,0,0,230,28.0,1997.0,25,0,A,6,23,32119
WH_109602,EID_59602,Rural,Small,West,Zone 6,2,0,2,4895,Company Owned,33,0,0,1,236,,,17,0,C,4,9,23110
WH_114415,EID_64415,Rural,Mid,West,Zone 4,4,1,4,7806,Company Owned,19,0,0,1,246,35.0,2000.0,30,0,B,6,11,36056
WH_120139,EID_70139,Rural,Mid,North,Zone 2,5,0,3,4196,Company Owned,40,0,0,0,175,25.0,2019.0,4,1,A,1,12,6132
WH_106095,EID_56095,Rural,Large,North,Zone 6,1,0,2,4876,Rented,42,0,0,1,254,48.0,,17,0,B,1,28,21075
WH_107539,EID_57539,Rural,Large,North,Zone 6,4,3,3,4659,Company Owned,55,0,0,1,137,23.0,,6,1,A,2,28,9136
WH_111816,EID_61816,Rural,Large,West,Zone 5,2,3,4,4161,Company Owned,41,0,0,1,198,26.0,,15,0,B+,5,10,18056
WH_110600,EID_60600,Rural,Mid,South,Zone 2,5,0,3,4215,Company Owned,28,0,0,1,238,22.0,2017.0,13,1,A+,2,32,19121
WH_114798,EID_64798,Rural,Small,South,Zone 6,3,0,2,5398,Rented,23,0,0,0,178,26.0,2005.0,33,1,A+,2,9,46072
WH_120479,EID_70479,Rural,Mid,North,Zone 4,4,0,2,5830,Company Owned,49,0,0,1,241,24.0,2019.0,5,0,B+,3,26,6072
WH_103710,EID_53710,Rural,Large,North,Zone 6,3,0,3,5705,Company Owned,67,0,1,1,148,32.0,2007.0,37,0,C,6,28,50140
WH_120925,EID_70925,Rural,Small,South,Zone 1,3,0,3,5323,Company Owned,23,0,0,1,80,37.0,2010.0,16,0,C,3,21,22126
WH_113609,EID_63609,Urban,Large,North,Zone 6,0,0,3,3717,Company Owned,49,0,0,0,260,42.0,,13,0,A+,4,23,18064
WH_115465,EID_65465,Rural,Small,North,Zone 1,6,0,4,8505,Rented,40,0,0,1,240,28.0,2013.0,12,0,A,6,30,15099
WH_109994,EID_59994,Rural,Large,South,Zone 5,1,2,3,5621,Company Owned,16,0,0,1,258,34.0,,24,0,C,6,10,30069
WH_107298,EID_57298,Rural,Large,North,Zone 6,2,1,4,3896,Rented,51,0,0,0,271,23.0,,32,1,C,4,23,43114
WH_119853,EID_69853,Rural,Large,North,Zone 6,6,0,3,4894,Company Owned,45,0,0,0,214,23.0,2001.0,35,0,A,4,23,47150
WH_106664,EID_56664,Rural,Mid,North,Zone 2,7,0,3,4072,Rented,45,1,0,1,112,,1997.0,27,1,A+,2,22,38117
WH_123885,EID_73885,Rural,Large,West,Zone 5,8,0,4,4547,Company Owned,15,0,1,1,259,35.0,2017.0,18,0,B+,4,25,22076
WH_101427,EID_51427,Rural,Mid,East,Zone 3,5,0,5,4476,Company Owned,29,0,0,1,258,30.0,1997.0,27,1,A+,5,27,38114
WH_103077,EID_53077,Rural,Large,North,Zone 6,2,3,2,5322,Company Owned,34,1,0,1,134,25.0,,15,0,B,5,23,17143
WH_117505,EID_67505,Rural,Large,South,Zone 5,4,2,2,3540,Company Owned,34,0,0,0,239,42.0,,11,0,C,1,10,14099
WH_124838,EID_74838,Rural,Mid,South,Zone 2,5,0,2,4699,Company Owned,60,0,1,1,248,24.0,2007.0,17,0,B,4,22,20124
WH_103541,EID_53541,Rural,Large,North,Zone 6,7,0,4,3189,Company Owned,57,0,1,0,257,23.0,2021.0,4,0,A,1,6,6109
WH_108182,EID_58182,Rural,Mid,West,Zone 3,6,0,3,3772,Rented,39,0,0,0,61,20.0,2002.0,30,0,A,4,19,41137
WH_109212,EID_59212,Rural,Large,North,Zone 6,1,0,4,4607,Rented,61,0,0,0,211,31.0,,20,1,B+,6,28,25113
WH_101346,EID_51346,Rural,Mid,South,Zone 2,8,0,2,5074,Company Owned,63,0,0,0,67,34.0,2018.0,6,0,C,2,12,8136
WH_109526,EID_59526,Rural,Small,South,Zone 1,3,0,2,5656,Rented,53,0,0,0,234,,2007.0,23,1,B+,4,16,29061
WH_104372,EID_54372,Urban,Small,North,Zone 6,6,0,3,5635,Rented,61,0,0,1,200,24.0,1999.0,33,0,B+,4,13,39071
WH_101889,EID_51889,Rural,Small,South,Zone 6,1,0,4,7353,Rented,23,0,0,1,126,24.0,,0,0,,0,15,4124
WH_124671,EID_74671,Rural,Large,North,Zone 6,7,1,4,6340,Company Owned,55,0,0,1,63,36.0,2019.0,7,0,A,3,29,9095
WH_114378,EID_64378,Rural,Large,North,Zone 6,3,0,2,4566,Rented,58,0,0,0,131,17.0,1998.0,30,0,C,5,23,41083
WH_107198,EID_57198,Rural,Mid,West,Zone 3,6,0,2,4625,Rented,70,0,0,1,162,32.0,2014.0,12,0,C,4,19,16070
WH_104894,EID_54894,Rural,Mid,West,Zone 4,4,0,2,5509,Company Owned,52,0,0,1,158,24.0,2020.0,4,0,B+,1,26,4071
WH_102905,EID_52905,Rural,Mid,North,Zone 4,8,0,2,6702,Rented,41,0,0,1,60,24.0,2009.0,23,0,B,2,26,28135
WH_106662,EID_56662,Urban,Large,North,Zone 5,6,0,4,4142,Rented,59,0,0,0,195,21.0,2007.0,25,0,A,3,17,32081
WH_109809,EID_59809,Rural,Large,South,Zone 5,8,0,2,3791,Rented,28,0,0,1,128,40.0,2009.0,17,1,A+,6,25,23124
WH_105418,EID_55418,Rural,Large,South,Zone 5,4,0,2,4379,Company Owned,69,0,0,1,214,27.0,2002.0,38,1,A+,4,25,54106
WH_103547,EID_53547,Rural,Large,North,Zone 5,8,0,4,4013,Rented,51,0,0,1,69,,,15,0,C,4,24,19111
WH_112724,EID_62724,Rural,Small,South,Zone 6,8,0,2,6701,Company Owned,46,1,0,1,138,33.0,2022.0,0,0,,0,15,8146
WH_113553,EID_63553,Rural,Mid,South,Zone 2,1,0,2,5406,Rented,67,0,0,1,167,26.0,,39,0,A,6,32,52117
WH_124371,EID_74371,Rural,Small,North,Zone 6,3,0,2,5115,Rented,38,0,0,0,135,26.0,2019.0,13,0,C,2,13,17123
WH_111127,EID_61127,Rural,Large,West,Zone 5,3,2,5,4380,Rented,63,1,0,0,205,98.0,,6,1,C,1,25,8062
WH_117604,EID_67604,Rural,Small,West,Zone 1,0,0,4,4804,Rented,22,0,0,0,206,40.0,,14,0,A,1,30,18104
WH_104744,EID_54744,Rural,Small,North,Zone 6,3,0,3,6184,Company Owned,66,0,0,1,116,27.0,2009.0,18,0,C,5,13,23113
WH_118972,EID_68972,Rural,Mid,North,Zone 2,1,1,3,4862,Company Owned,16,1,0,1,134,33.0,,23,0,C,5,22,31147
WH_101475,EID_51475,Rural,Small,South,Zone 6,7,1,4,3715,Rented,63,0,0,0,253,20.0,1998.0,30,1,A+,4,2,40137
WH_121161,EID_71161,Rural,Small,North,Zone 1,7,0,2,6131,Company Owned,20,0,0,1,226,25.0,2015.0,16,1,C,1,3,22149
WH_100536,EID_50536,Rural,Large,West,Zone 5,8,0,4,5487,Company Owned,56,0,0,1,186,47.0,1999.0,15,1,C,3,25,20081
WH_116451,EID_66451,Rural,Large,West,Zone 6,6,0,3,5607,Rented,53,0,0,0,200,23.0,,19,0,A,4,6,24143
WH_116427,EID_66427,Rural,Small,South,Zone 6,7,2,4,4497,Company Owned,47,0,0,1,255,23.0,,11,0,B,5,2,13103
WH_115252,EID_65252,Urban,Mid,West,Zone 3,4,0,4,3809,Company Owned,27,0,0,1,176,32.0,2010.0,20,0,A,5,19,25100
WH_122275,EID_72275,Urban,Mid,North,Zone 3,3,3,4,3354,Company Owned,54,0,0,1,209,28.0,,12,0,C,1,27,16108
WH_118872,EID_68872,Rural,Large,West,Zone 5,0,0,3,4671,Company Owned,35,0,0,1,261,24.0,,10,0,A+,5,14,12094
WH_102885,EID_52885,Rural,Mid,South,Zone 4,7,0,2,4654,Rented,37,0,1,1,253,37.0,2003.0,25,0,A,5,20,31083
WH_114587,EID_64587,Rural,Mid,West,Zone 3,5,0,4,4769,Company Owned,68,0,0,0,145,35.0,2013.0,14,0,A,5,19,20066
WH_102842,EID_52842,Rural,Large,North,Zone 5,4,3,2,4715,Company Owned,54,1,0,0,182,30.0,,14,0,B,5,17,17107
WH_113977,EID_63977,Rural,Mid,West,Zone 3,7,5,4,4792,Rented,40,0,0,1,125,26.0,,27,1,B,6,19,32119
WH_124634,EID_74634,Rural,Mid,West,Zone 3,4,0,5,3836,Rented,66,1,1,1,184,37.0,2003.0,29,1,B,2,19,37065
WH_107117,EID_57117,Urban,Large,West,Zone 6,4,0,3,4740,Rented,59,0,0,0,176,31.0,2009.0,23,1,A+,4,23,32103
WH_119069,EID_69069,Rural,Large,North,Zone 6,6,2,2,4866,Rented,24,0,0,0,265,31.0,,4,0,A,3,28,6070
WH_110761,EID_60761,Rural,Small,South,Zone 6,5,4,2,4213,Company Owned,43,0,0,1,120,29.0,2009.0,20,0,B,2,9,23075
WH_110840,EID_60840,Rural,Large,North,Zone 6,5,2,3,7065,Company Owned,36,0,0,1,196,25.0,2013.0,11,0,B,2,28,14089
WH_121479,EID_71479,Rural,Mid,South,Zone 3,7,1,3,4057,Rented,63,0,0,1,76,21.0,2011.0,16,1,B+,3,19,19086
WH_113620,EID_63620,Rural,Large,North,Zone 5,3,4,3,5131,Rented,62,0,0,0,193,23.0,2003.0,23,0,A,5,14,29077
WH_121393,EID_71393,Rural,Mid,North,Zone 3,7,3,1,5640,Rented,26,0,0,0,132,24.0,,23,0,B,5,27,26122
WH_107303,EID_57303,Urban,Large,North,Zone 6,4,0,3,3802,Company Owned,42,0,0,0,121,18.0,2007.0,17,0,A,5,28,24090
WH_105325,EID_55325,Urban,Large,West,Zone 5,3,0,4,4552,Rented,15,0,0,0,256,16.0,2003.0,28,1,C,6,14,39124
WH_124696,EID_74696,Urban,Small,North,Zone 1,0,2,5,4172,Company Owned,70,0,0,1,84,28.0,,14,0,A+,3,3,18131
WH_103673,EID_53673,Rural,Small,South,Zone 6,0,0,3,4417,Company Owned,41,0,0,0,177,27.0,,24,0,B,3,2,28100
WH_116674,EID_66674,Rural,Mid,West,Zone 3,5,0,4,4521,Company Owned,18,0,0,1,232,31.0,1998.0,28,1,C,2,19,40130
WH_112365,EID_62365,Rural,Mid,North,Zone 4,0,0,2,4430,Rented,39,0,0,1,101,29.0,,22,0,C,3,26,27140
WH_108274,EID_58274,Rural,Large,West,Zone 5,4,1,7,3817,Company Owned,38,0,0,1,220,26.0,2021.0,4,0,B,3,25,5146
